observation_date,DGS5,change_in_yields_in_bps,Volatility,Policy_Scheme,Crisis_Scheme,Yield_Curve_Shape,Business_Cycles,Rolling_Volatility_Z_Score
2020-11-03,0.39,1.00,1.707127913861657,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.617611041034085
2020-11-04,0.33,-6.00,2.178903175365759,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,2.1352609338127637
2020-11-05,0.33,0.00,2.0713464679951854,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9294420051833022
2020-11-06,0.36,3.00,2.128044038212407,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.3686732579934264
2020-11-09,0.44,8.00,2.731648725935438,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,3.7676137957714464
2020-11-10,0.46,2.00,2.7290326212082894,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,2.778064249319388
2020-11-11,0.43,-3.00,2.7851647809676887,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,2.398400687551477
2020-11-12,0.40,-3.00,2.874352929252895,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,2.223164793897265
2020-11-13,0.41,1.00,2.8560712276031905,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.8577795341652397
2020-11-16,0.41,0.00,2.8560712276031905,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.630194257584692
2020-11-17,0.39,-2.00,2.879318702484345,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.5004794022904129
2020-11-18,0.40,1.00,2.883450314169754,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.3547993980437412
2020-11-19,0.39,-1.00,2.8685486624025343,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.1916971903712434
2020-11-20,0.38,-1.00,2.846049894151531,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.0335097320502509
2020-11-23,0.39,1.00,2.844376239261629,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9359605200527414
2020-11-24,0.39,0.00,2.8039088362328584,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7622931933236478
2020-11-25,0.39,0.00,2.7911424525588315,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.6602884529155749
2020-11-26,0.38,-1.00,2.8039088362328584,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.6186802738159723
2020-11-27,0.37,-1.00,2.673503141501612,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.22885070670043392
2020-11-30,0.36,-1.00,2.6815063286287675,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.17540398234081128
2020-12-01,0.42,6.00,2.9936440606566275,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9665895006974017
2020-12-02,0.42,0.00,2.9880715233359743,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9854133363433093
2020-12-03,0.40,-2.00,2.6894857005258967,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.2648384173002501
2020-12-04,0.42,2.00,2.7124053637210634,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.3974380529856151
2020-12-07,0.40,-2.00,2.6947921556039716,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.2157927093351277
2020-12-08,0.39,-1.00,2.0224925687072695,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-3.8492129674238686
2020-12-09,0.41,2.00,2.0224925687072695,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.81448508665472
2020-12-10,0.39,-2.00,1.9651729597937941,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.4085769034442763
2020-12-11,0.37,-2.00,1.904880948660931,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.1531184106831236
2020-12-14,0.37,0.00,1.8873009198070938,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.8845376533448845
2020-12-15,0.37,0.00,1.8873009198070938,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.6510620670243088
2020-12-16,0.37,0.00,1.841324574993809,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.5587161316283997
2020-12-17,0.38,1.00,1.841324574993809,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3950474510253423
2020-12-18,0.39,1.00,1.8439088914585613,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.253310560422409
2020-12-21,0.39,0.00,1.829649979536793,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.1632940693154155
2020-12-22,0.37,-2.00,1.86828161433873,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.9819435853046915
2020-12-23,0.38,1.00,1.88351242300628,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.8622304790415475
2020-12-24,0.37,-1.00,1.894855189843311,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.7582656341106618
2020-12-25,0.38,1.00,1.8973665961010118,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.67771218238301
2020-12-28,0.38,0.00,1.88351242300628,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.637253348398345
2020-12-29,0.37,-1.00,1.88351242300628,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.5665465207163751
2020-12-30,0.37,0.00,1.3001831372834103,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.8596199692921056
2020-12-31,0.36,-1.00,1.3093073414159315,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.788216131537823
2021-01-01,0.36,0.00,1.2497618820818237,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.8124318322885027
2021-01-04,0.36,0.00,1.1464230084421958,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.9981192744815466
2021-01-05,0.38,2.00,1.179184544707117,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.9052641248199154
2021-01-06,0.43,5.00,1.6005951274150192,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.4138647278146229
2021-01-07,0.46,3.00,1.670471846657743,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.11693284625128347
2021-01-08,0.49,3.00,1.6917165134574708,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.005511548755758894
2021-01-11,0.50,1.00,1.5961262630565876,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.2942184670165112
2021-01-12,0.50,0.00,1.5961262630565876,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.24645853385593874
2021-01-13,0.48,-2.00,1.6917165134574708,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.15097623317614464
2021-01-14,0.49,1.00,1.6903085094570152,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.17543624759717236
2021-01-15,0.46,-3.00,1.856776520645117,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8171462508315145
2021-01-18,0.46,0.00,1.8529256146249566,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7994684694881578
2021-01-19,0.45,-1.00,1.8746428231227554,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8692323119730129
2021-01-20,0.45,0.00,1.8021151593666225,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.6082555089100181
2021-01-21,0.45,0.00,1.7981471945681402,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.6165031382285837
2021-01-22,0.44,-1.00,1.7981471945681402,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.6446618213446338
2021-01-25,0.42,-2.00,1.8606194564995555,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9074620157924002
2021-01-26,0.42,0.00,1.8606194564995555,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9158804642248198
2021-01-27,0.41,-1.00,1.8606194564995555,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9244110199846395
2021-01-28,0.42,1.00,1.8682816143387297,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8713830143128891
2021-01-29,0.45,3.00,1.9383350734954978,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.0692592917262411
2021-02-01,0.42,-3.00,2.0770858707057958,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.552115166277883
2021-02-02,0.45,3.00,2.158041440089322,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.9025518136819857
2021-02-03,0.46,1.00,2.1325147238926596,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.9100212954032858
2021-02-04,0.46,0.00,1.8516401995450866,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.11047138235824323
2021-02-05,0.47,1.00,1.7457431218879218,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.6126340918429706
2021-02-08,0.48,1.00,1.6271505915615148,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3446908652526612
2021-02-09,0.48,0.00,1.6094956323258942,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.4725606575231251
2021-02-10,0.46,-2.00,1.661897939677615,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.186860929282418
2021-02-11,0.46,0.00,1.6094956323258942,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.4624573969020307
2021-02-12,0.50,4.00,1.8296499795367929,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.0794573521218481
2021-02-15,0.53,3.00,1.79814719456814,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.2696540535015634
2021-02-16,0.57,4.00,1.965172959793794,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7891032755087143
2021-02-17,0.57,0.00,1.9383350734954974,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.5894710511577311
2021-02-18,0.56,-1.00,1.965172959793794,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7050547794540226
2021-02-19,0.59,3.00,2.0330600909302388,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.0406236168650878
2021-02-22,0.61,2.00,2.0154167712670996,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8534319175319497
2021-02-23,0.59,-2.00,2.0154167712670996,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7948302255602027
2021-02-24,0.62,3.00,2.060975266134697,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9867523775565707
2021-02-25,0.81,19.00,4.403461841605549,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,4.1687367572562195
2021-02-26,0.75,-6.00,4.728334046695813,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,3.134840798384564
2021-03-01,0.71,-4.00,4.867286327151519,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,2.5487090879846828
2021-03-02,0.67,-4.00,4.915476046315829,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,2.1466963354243016
2021-03-03,0.73,6.00,5.01331560280552,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.904584683282959
2021-03-04,0.77,4.00,5.045979068714485,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.6857016018685214
2021-03-05,0.79,2.00,5.035587637718441,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.4896516363805146
2021-03-08,0.86,7.00,5.169968223168433,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.4122514350922557
2021-03-09,0.83,-3.00,5.275730597114799,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.3316999523269475
2021-03-10,0.80,-3.00,5.363012657257552,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.2535456784688008
2021-03-11,0.78,-2.00,5.363012657257552,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.1381117701531713
2021-03-12,0.85,7.00,5.479833157001349,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.1035255943070683
2021-03-15,0.84,-1.00,5.490684752161518,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.0119939210665154
2021-03-16,0.83,-1.00,5.509731650193393,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9355540650732549
2021-03-17,0.80,-3.00,5.5579201317107945,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8829506291696363
2021-03-18,0.86,6.00,5.652222487448543,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8680752147840273
2021-03-19,0.90,4.00,5.652222487448543,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7976038862674166
2021-03-22,0.87,-3.00,5.730037812557024,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7948018748263284
2021-03-23,0.83,-4.00,5.843596413820772,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8520367041509626
2021-03-24,0.83,0.00,5.807630448691736,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8318471009763839
2021-03-25,0.82,-1.00,5.809270095943121,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.238573814171327
2021-03-26,0.85,3.00,4.1306058589394254,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.7361838556611273
2021-03-29,0.89,4.00,3.9539010272556494,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.5901963266149686
2021-03-30,0.90,1.00,3.8066358100659086,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.3730977531952835
2021-03-31,0.92,2.00,3.6416898223084164,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.21193714515999
2021-04-01,0.90,-2.00,3.5301423146814783,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.016872852937668
2021-04-02,0.97,7.00,3.721238912999136,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.5743049448908857
2021-04-05,0.94,-3.00,3.809761897321886,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3304409097468968
2021-04-06,0.88,-6.00,3.793478112560574,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.2243910844948935
2021-04-07,0.87,-1.00,3.736563228677485,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.1675857207490965
2021-04-08,0.85,-2.00,3.7000643495047676,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.0954649591779169
2021-04-09,0.87,2.00,3.6820025607192077,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.0135478298122593
2021-04-12,0.89,2.00,3.385543495792767,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.1914216181446409
2021-04-13,0.85,-4.00,3.4996598474164595,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.9784672068773232
2021-04-14,0.87,2.00,3.515950051110611,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.8743844179231567
2021-04-15,0.81,-6.00,3.7077781820949043,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.6082459091780906
2021-04-16,0.84,3.00,3.5200108224941777,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.7280043495408737
2021-04-19,0.85,1.00,3.4044788427123667,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.7790012329732486
2021-04-20,0.81,-4.00,3.4517076519145795,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.6583718136233435
2021-04-21,0.81,0.00,3.3452169123206548,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.7521823410538369
2021-04-22,0.81,0.00,3.3452169123206548,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.7593716057187485
2021-04-23,0.83,2.00,3.368622722659662,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.1900201865222808
2021-04-26,0.85,2.00,3.331666249791528,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3484309979754525
2021-04-27,0.88,3.00,3.2783561502098872,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.5361629337639588
2021-04-28,0.86,-2.00,3.295740396618749,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.314301734215147
2021-04-29,0.86,0.00,3.2579572916607824,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3687199783928692
2021-04-30,0.86,0.00,3.234486784932767,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3507677233069115
2021-05-03,0.84,-2.00,2.8013602138280955,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.7317746739071573
2021-05-04,0.82,-2.00,2.767154288640733,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.3818211955293047
2021-05-05,0.80,-2.00,2.4995237641636843,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.6588688090554595
2021-05-06,0.81,1.00,2.512824250576562,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.1952342882309925
2021-05-07,0.77,-4.00,2.6167955685568933,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.6802575889283444
2021-05-10,0.80,3.00,2.6708300832013405,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3848349410317533
2021-05-11,0.80,0.00,2.6186146828318986,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3666445735426256
2021-05-12,0.87,7.00,2.9479613617678466,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.45105675796057515
2021-05-13,0.84,-3.00,2.988071523335975,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.28647282118199635
2021-05-14,0.82,-2.00,2.7106491930198184,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.961671098219023
2021-05-17,0.84,2.00,2.6645825188948353,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.0006740341938114
2021-05-18,0.83,-1.00,2.662794808181084,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.9157682751270727
2021-05-19,0.87,4.00,2.6484496812825533,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.8760933683189069
2021-05-20,0.83,-4.00,2.808999143908046,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.31363373970826997
2021-05-21,0.84,1.00,2.815771906346708,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.22220447031350898
2021-05-24,0.82,-2.00,2.819152185962828,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.13140217913925284
2021-05-25,0.79,-3.00,2.8485585327118805,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.0672198360950564
2021-05-26,0.80,1.00,2.765432886117288,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.185019567593264
2021-05-27,0.81,1.00,2.7550818845319527,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.13462323062414103
2021-05-28,0.79,-2.00,2.7808871486152182,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.13320137382767777
2021-05-31,0.80,1.00,2.7954043919056972,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.4619291060018954
2021-06-01,0.81,1.00,2.780030832305889,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.34758626713472834
2021-06-02,0.80,-1.00,2.7550818845319527,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.15072259224873252
2021-06-03,0.84,4.00,2.8569047519832904,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9109709749630813
2021-06-04,0.78,-6.00,3.150963571444674,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,2.82164147849526
2021-06-07,0.79,1.00,3.031579817599421,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.6902866256287727
2021-06-08,0.77,-2.00,2.988071523335975,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.2361269190359951
2021-06-09,0.75,-2.00,3.015041656507607,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.3109711657631056
2021-06-10,0.73,-2.00,2.5364016506328957,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.9052420263216592
2021-06-11,0.76,3.00,2.597617956439898,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3463158725520095
2021-06-14,0.80,4.00,2.736873433404646,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.4274369469335204
2021-06-15,0.79,-1.00,2.7000881819814953,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.6919066230666183
2021-06-16,0.89,10.00,3.4948942350642973,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,3.1414063555383973
2021-06-17,0.90,1.00,3.39537500558795,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,2.201841359083891
2021-06-18,0.89,-1.00,3.2732683535398777,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.4957692323688803
2021-06-21,0.90,1.00,3.2732683535398777,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.3440771200134844
2021-06-22,0.87,-3.00,3.315188711140911,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.3500525751510148
2021-06-23,0.90,3.00,3.2805342189809124,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.1141925762039777
2021-06-24,0.90,0.00,3.2805342189809124,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.0127877797294533
2021-06-25,0.92,2.00,3.295740396618749,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9689210714498432
2021-06-28,0.90,-2.00,3.295740396618749,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8812766082602232
2021-06-29,0.89,-1.00,3.3101575275419752,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8464039687036973
2021-06-30,0.87,-2.00,3.3487737627802896,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8904611475201802
2021-07-01,0.89,2.00,3.355166591563346,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8289833650661113
2021-07-02,0.86,-3.00,3.3302366568272794,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.6688451482396784
2021-07-05,0.83,-3.00,3.1129529695252605,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.1013356203559295
2021-07-06,0.81,-2.00,3.1449127476729997,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.006436507434790729
2021-07-07,0.79,-2.00,3.1449127476729997,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.033519993855619545
2021-07-08,0.74,-5.00,3.308718641350303,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.5085986303709733
2021-07-09,0.79,5.00,3.4517076519145795,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.992570850790492
2021-07-12,0.81,2.00,3.4191338362918957,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8399475428104215
2021-07-13,0.85,4.00,3.4191338362918957,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.8228182830186649
2021-07-14,0.80,-5.00,3.59828001239745,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,2.3635297773757262
2021-07-15,0.78,-2.00,2.80390883623286,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-3.1367785199698783
2021-07-16,0.79,1.00,2.80390883623286,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.466693992906039
2021-07-19,0.70,-9.00,3.3601303829578013,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.48346114595904927
2021-07-20,0.69,-1.00,3.331666249791529,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.3165189762944052
2021-07-21,0.74,5.00,3.5422618547502944,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.3138448983439115
2021-07-22,0.71,-3.00,3.4771362053385455,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9158275873379113
2021-07-23,0.72,1.00,3.496937435610105,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.9403101106414476
2021-07-26,0.73,1.00,3.4627266987846643,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7262122550691806
2021-07-27,0.71,-2.00,3.4627266987846643,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.6799831760613362
2021-07-28,0.72,1.00,3.48739225810701,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.745324351396939
2021-07-29,0.73,1.00,3.4976182372199056,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7488243629991548
2021-07-30,0.69,-4.00,3.513917905645918,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7764074934335198
2021-08-02,0.66,-3.00,3.513917905645918,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7267904065002706
2021-08-03,0.65,-1.00,3.4826098587943175,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.5214310043402446
2021-08-04,0.67,2.00,3.52609321109543,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.6470826915090567
2021-08-05,0.72,5.00,3.719318934070226,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.3856403433102575
2021-08-06,0.77,5.00,3.7321001364608875,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,1.2986414762529044
2021-08-09,0.79,2.00,3.5916569992135865,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.6516666463498892
2021-08-10,0.82,3.00,3.6259645678934858,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.7458741764502109
2021-08-11,0.81,-1.00,3.515950051110611,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.25973884490635046
2021-08-12,0.83,2.00,3.365794323569308,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.3312189556969186
2021-08-13,0.79,-4.00,3.4565328072533887,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.09850937221894995
2021-08-16,0.75,-4.00,3.558357031258205,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,0.47603674537347906
2021-08-17,0.77,2.00,2.9552213679068573,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-3.460165902503343
2021-08-18,0.79,2.00,2.96005147960381,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.6876079559681796
2021-08-19,0.78,-1.00,2.7860195192971466,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.6927511682508785
2021-08-20,0.80,2.00,2.7124053637210643,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-2.3853892712644855
2021-08-23,0.78,-2.00,2.7593995205996644,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.8975081014201762
2021-08-24,0.80,2.00,2.780887148615218,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.6105825498730157
2021-08-25,0.84,4.00,2.8368325730678907,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.3034360296858456
2021-08-26,0.84,0.00,2.838510675890228,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.1758006348030128
2021-08-27,0.79,-5.00,3.0845235797908335,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.45846618084665836
2021-08-30,0.77,-2.00,2.974494755016218,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.6883190307241985
2021-08-31,0.77,0.00,2.8743529292528964,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.8741989118019317
2021-09-01,0.78,1.00,2.8544034486419387,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.8445665051553551
2021-09-02,0.78,0.00,2.8393493553813887,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-0.8033616247092839
2021-09-03,0.78,0.00,2.6484496812825538,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.2212289897065192
2021-09-06,0.80,2.00,2.45531493470214,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.6264753067017732
2021-09-07,0.82,2.00,2.45531493470214,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.4909198127333296
2021-09-08,0.81,-1.00,2.3764719749281693,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.600764967947781
2021-09-09,0.79,-2.00,2.406340830072942,COVID_QE,Unknown,Post-COVID_Steepening,Recovery,-1.4087808297072641
